severity,event_id,market,symbol,event_time,event_type_l2,title,event_text,quality_flags
medium,seed_cn_920174_event_8c5c8a8ee6,CN,603268,2025-11-03,财报超预期/不及预期,五新隧装:2025年第三季度报告业绩说明会预告公告,五新隧装:2025年第三季度报告业绩说明会预告公告 | 920174 五新智能 · 其他,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920263_event_e7db49b405,CN,601888,2025-02-27,财报超预期/不及预期,中航泰达:2024年年度业绩快报公告,中航泰达:2024年年度业绩快报公告 | 920263 中航泰达 · 业绩快报,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920418_event_faf51ac3e3,CN,688126,2025-11-03,财报超预期/不及预期,苏轴股份:2025年第三季度报告业绩说明会预告公告,苏轴股份:2025年第三季度报告业绩说明会预告公告 | 920418 苏轴股份 · 其他,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920527_event_6552b1a3b2,CN,601700,2025-01-22,财报超预期/不及预期,夜光明:2024年年度业绩预告公告,夜光明:2024年年度业绩预告公告 | 920527 夜光明 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920593_event_761107ba30,CN,605122,2025-11-03,财报超预期/不及预期,鼎智科技:2025年第三季度报告业绩说明会预告公告,鼎智科技:2025年第三季度报告业绩说明会预告公告 | 920593 鼎智科技 · 其他,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920665_event_a914b28fa8,CN,600889,2026-01-29,财报超预期/不及预期,科强股份:2025年年度业绩预告公告,科强股份:2025年年度业绩预告公告 | 920665 科强股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_920675_event_7c83103ede,CN,688066,2026-06-22,并购/分拆/再融资,秉扬科技:关于本次交易预计构成重大资产重组和关联交易但不构成重组上市的说明,秉扬科技:关于本次交易预计构成重大资产重组和关联交易但不构成重组上市的说明 | 920675 秉扬科技 · 关联交易,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_920961_event_419279a39f,CN,601318,2025-09-22,公司指引上调/下调,创远信科:关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,创远信科:关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明 | 920961 创远信科 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
high,seed_cn_920961_event_4ae00da63e,CN,600028,2025-09-22,公司指引上调/下调,创远信科:关于本次交易相关主体不存在《上市公司监管指引第7号——上市公司重大资产重组相关股票异常交易监管》第十二条规定的不得参与上市公司重大资产重组情形的说明,创远信科:关于本次交易相关主体不存在《上市公司监管指引第7号——上市公司重大资产重组相关股票异常交易监管》第十二条规定的不得参与上市公司重大资产重组情形的说明 | 920961 创远信科 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
medium,seed_cn_920982_event_56cf375ea0,CN,600506,2025-02-24,财报超预期/不及预期,锦波生物:2024年年度业绩快报公告,锦波生物:2024年年度业绩快报公告 | 920982 锦波生物 · 业绩快报,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_sh510050__17adf3beb6,CN,SH510050,2024-07-01,政策利率调整,中国公开市场逆回购中标利率公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__1faed574ca,CN,SH510050,2024-11-26,政策利率调整,中国MLF中期借贷便利利率公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__57cad0aa5b,CN,SH510050,2025-07-01,政策利率调整,中国央行货币政策委员会季度例会决议,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__70268316b1,CN,SH510050,2024-01-31,政策利率调整,中国公开市场逆回购中标利率公告,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__8c8c98ef30,CN,SH510050,2026-01-06,政策利率调整,中国MLF中期借贷便利利率公告,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__bb2ac72564,CN,SH510050,2025-04-01,政策利率调整,中国MLF中期借贷便利利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510050__f4fcb71f6a,CN,SH510050,2024-04-01,政策利率调整,中国MLF中期借贷便利利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510180__10eb0b6e04,CN,SH510180,2024-07-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__2bbf8d37d1,CN,SH510180,2024-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__3f00ed7ecb,CN,SH510180,2026-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__51e15b2e2a,CN,SH510180,2024-01-11,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510180__8dd183205d,CN,SH510180,2025-12-10,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__9077a21a04,CN,SH510180,2026-01-06,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__91a105483d,CN,SH510180,2025-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__a0ba69ee55,CN,SH510180,2025-07-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__ab0b5b1bcf,CN,SH510180,2025-01-18,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510180__ef06d6f062,CN,SH510180,2024-12-03,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510230__2fe9c53f46,CN,SH510230,2025-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__624f150c60,CN,SH510230,2024-07-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510230__7391f8847e,CN,SH510230,2026-01-09,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510230__8af932bfb9,CN,SH510230,2024-01-20,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__97f293f8a2,CN,SH510230,2025-11-09,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__b8baafd733,CN,SH510230,2025-07-01,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__cd2a2cbee2,CN,SH510230,2025-01-06,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510230__d7f9b3a235,CN,SH510230,2024-12-05,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__e2e7d17e70,CN,SH510230,2024-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510230__f6eb862936,CN,SH510230,2026-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510300__08f0b498f3,CN,SH510300,2024-01-15,政策利率调整,中国公开市场逆回购中标利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__349ea46358,CN,SH510300,2024-04-01,政策利率调整,中国LPR贷款市场报价利率公布公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__4c8736892c,CN,SH510300,2025-12-17,政策利率调整,中国公开市场逆回购中标利率公告,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__50860fa057,CN,SH510300,2025-01-21,政策利率调整,中国央行货币政策委员会季度例会决议,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__6e24c47038,CN,SH510300,2025-04-01,政策利率调整,中国存款准备金率调整公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__7685605feb,CN,SH510300,2024-07-01,政策利率调整,中国存款准备金率调整公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__990d3cb981,CN,SH510300,2025-07-01,政策利率调整,中国MLF中期借贷便利利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510300__cf039b5093,CN,SH510300,2026-04-01,政策利率调整,中国公开市场逆回购中标利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510410__43c310f654,CN,SH510410,2025-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__48f76026f1,CN,SH510410,2024-07-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__4b9d6340b3,CN,SH510410,2025-01-07,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510410__4dd71fd275,CN,SH510410,2025-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510410__613807b5ee,CN,SH510410,2024-01-21,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__79140f73b7,CN,SH510410,2024-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__9a2d41813a,CN,SH510410,2026-04-01,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__d31afc194e,CN,SH510410,2026-01-18,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh510410__f1c673d3b7,CN,SH510410,2025-12-08,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510410__fe1de7903a,CN,SH510410,2024-12-11,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh510500__34d8bef46f,CN,SH510500,2025-07-01,政策利率调整,中国公开市场逆回购中标利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510500__7b6f4d3b19,CN,SH510500,2024-10-03,政策利率调整,中国央行货币政策委员会季度例会决议,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510500__be63af2fa9,CN,SH510500,2026-01-15,政策利率调整,中国存款准备金率调整公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510500__ded9dd938e,CN,SH510500,2026-04-01,政策利率调整,中国央行货币政策委员会季度例会决议,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510500__e665c332f8,CN,SH510500,2025-12-30,政策利率调整,中国公开市场逆回购中标利率公告,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510880__32fd39fa67,CN,SH510880,2025-04-01,政策利率调整,中国央行货币政策委员会季度例会决议,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510880__377be5f9cc,CN,SH510880,2024-11-14,政策利率调整,中国央行货币政策委员会季度例会决议,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510880__4db480cef6,CN,SH510880,2024-01-29,政策利率调整,中国公开市场逆回购中标利率公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510880__51b15c4ffb,CN,SH510880,2025-11-20,政策利率调整,中国央行货币政策委员会季度例会决议,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh510880__ac0b80cae9,CN,SH510880,2026-04-01,政策利率调整,中国央行货币政策委员会季度例会决议,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512760__36bb8e49b0,CN,SH512760,2026-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__5dbdee4e60,CN,SH512760,2024-01-10,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512760__794e7bdbae,CN,SH512760,2025-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__96023745b4,CN,SH512760,2025-01-27,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__ae830e105c,CN,SH512760,2024-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512760__aed10eb374,CN,SH512760,2025-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__c210247413,CN,SH512760,2026-01-13,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512760__e7a6baea63,CN,SH512760,2024-07-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__e863b4f98f,CN,SH512760,2024-10-07,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512760__eca2f4125a,CN,SH512760,2025-10-12,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512800__0a1423ed12,CN,SH512800,2024-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__2fb771f09f,CN,SH512800,2025-11-10,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__44c7404823,CN,SH512800,2026-01-31,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__4abead44fe,CN,SH512800,2024-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__531e068330,CN,SH512800,2025-01-24,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__7a3dba8c71,CN,SH512800,2026-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__9c4d97c561,CN,SH512800,2024-12-30,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512800__a880e8a3e7,CN,SH512800,2025-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512890__6480372d87,CN,SH512890,2024-04-01,政策利率调整,中国公开市场逆回购中标利率公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512890__6abe8897e0,CN,SH512890,2024-12-12,政策利率调整,中国存款准备金率调整公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512890__70c92762ec,CN,SH512890,2025-01-06,政策利率调整,中国LPR贷款市场报价利率公布公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512890__9247101ed6,CN,SH512890,2026-01-24,政策利率调整,中国MLF中期借贷便利利率公告,MLF | 央行官网 预期:机构 前值:上期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512890__ae6ac1c3a7,CN,SH512890,2024-07-01,政策利率调整,中国公开市场逆回购中标利率公告,准备金率 | 待执行 预期:机构 前值:当前,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512890__d494cd9a49,CN,SH512890,2024-01-11,政策利率调整,中国存款准备金率调整公告,例会 | 央行决议 预期:市场 前值:上次,模板/占位字段 | 只有标题/正文过短
high,seed_cn_sh512980__0ec6346eed,CN,SH512980,2026-01-17,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__0f6301e838,CN,SH512980,2024-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__1125708dde,CN,SH512980,2025-11-28,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__481b1f5e76,CN,SH512980,2024-01-26,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512980__60fa3f8413,CN,SH512980,2025-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh512980__7d18ffa35e,CN,SH512980,2024-11-25,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__9357c02802,CN,SH512980,2025-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__a1514e8204,CN,SH512980,2025-01-26,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__b6c7525b7d,CN,SH512980,2026-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh512980__fe629ef0ed,CN,SH512980,2024-07-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__00c9f61ed3,CN,SH513050,2024-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__0284ed7361,CN,SH513050,2024-11-26,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__03100d91ea,CN,SH513050,2026-01-19,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__1474e76e1b,CN,SH513050,2026-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__31c880e927,CN,SH513050,2025-01-25,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__7fa2ff640f,CN,SH513050,2025-07-01,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__82c007028e,CN,SH513050,2024-01-09,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__da34c8ca05,CN,SH513050,2024-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513050__e6279c3fe6,CN,SH513050,2025-11-15,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513050__f6ab2b0f7a,CN,SH513050,2025-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513080__0b2bc78060,CN,SH513080,2025-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513080__1ff6e3e9a1,CN,SH513080,2025-01-14,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513080__263376ca14,CN,SH513080,2025-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513080__a6fc90d40e,CN,SH513080,2025-12-30,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513080__ae0871e651,CN,SH513080,2026-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513080__be137395db,CN,SH513080,2024-10-12,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
